<<<<<<< HEAD
ID_Categoria,ID_Empleado,Nº Inventario,Nº Activo Fijo,Nombre,Marca,Modelo,Nº Serie,Descripción,Precio,Fecha de compra,Foto,Observaciones
2,1,5.001E+11,51510043318,COMPUTADORA DE ESCRITORIO,DELL,AIO OPTIPLEX 32,71WLB02,Sin descripción,1279.8,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035303,SILLA METALICAOPERATIVA CON RODAJAS CON BRAZOS EN ACERO TIPO ALA,GENERICO,GENERICO,GENERICO,Sin descripción,1325.1,22/09/2015,Sin foto,Observación de prueba
1,1,3.00101E+11,51110031385,BANCO METALICOPARA LABORATORIO,GENERICO,GENERICO,GENERICO,Sin descripción,1370.4,22/09/2015,Sin foto,Observación de prueba
2,1,5.00102E+11,51510047011,Monitor led 19.5,QM19100,QIAN,QXHX1951806151127,Sin descripción,1415.7,22/09/2015,Sin foto,Observación de prueba
2,1,5.00102E+11,51510047010,Monitor led 19.5,QM19100,QIAN,QXHX1951806152260,Sin descripción,1461,22/09/2015,Sin foto,Observación de prueba
2,1,5.00102E+11,51510047008,Monitor led 19.5,QM19100,QIAN,QXHX1951806152302,Sin descripción,1506.3,22/09/2015,Sin foto,Observación de prueba
2,1,5.00102E+11,51510047012,Monitor led 19.5,QM19100,QIAN,QXHX1951806150401,Sin descripción,1551.6,22/09/2015,Sin foto,Observación de prueba
2,1,5.00102E+11,51510047007,Monitor led 19.5,QM19100,QIAN,QXHX1951806150402,Sin descripción,1596.9,22/09/2015,Sin foto,Observación de prueba
2,1,5.00102E+11,51510047009,Monitor led 19.5,QM19100,QIAN,QXHX1951806151013,Sin descripción,1642.2,22/09/2015,Sin foto,Observación de prueba
2,1,5.00102E+11,51510047015,Monitor led 19.5,QM19100,QIAN,QXHX1951806150388,Sin descripción,1687.5,22/09/2015,Sin foto,Observación de prueba
2,1,5.00102E+11,51510047013,Monitor led 19.5,QM19100,QIAN,QXHX1951806151776,Sin descripción,1732.8,22/09/2015,Sin foto,Observación de prueba
2,1,0,0,Lap top,ACE4,N17C4,NXH2BAL02490709EC53400,Sin descripción,1778.1,22/09/2015,Sin foto,Observación de prueba
2,1,0,0,Lap top,Acer,N17C4,NXH2BAL02490709E623400,Sin descripción,1823.4,22/09/2015,Sin foto,Observación de prueba
2,1,2.2001E+12,54310000018,DRON PROGRAMABLE,AIRBLOCK,MAKEBLOCK,0TQ3G5600SL064,Sin descripción,1868.7,22/09/2015,Sin foto,Observación de prueba
2,1,2.2001E+12,54310000019,DRON MODULAR,TELLO,DJI,2AH9Q-MC-6A,Sin descripción,1914,22/09/2015,Sin foto,Observación de prueba
2,1,5.00101E+11,51510046905,COMPUTADORA PORTATIL,MACBOOK AIR,APPLE,C1MX261TJ1WK,Sin descripción,1959.3,22/09/2015,Sin foto,Observación de prueba
2,1,4.00503E+11,53110009859,KIT DE DIAGNOSTICO,MYSIGNALS,MYSIGNALS,112,Sin descripción,2004.6,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510042595,CPUIMAC 21.5,MK142EA,APPLE,C02RW2ZCGF1J,Sin descripción,2049.9,22/09/2015,Sin foto,Observación de prueba
2,1,5.00102E+11,51510043436,DISCO DURO EXTERNO,HD710,ADATA,1H0420057276,Sin descripción,2095.2,22/09/2015,Sin foto,Observación de prueba
2,1,5.00102E+11,51510044840,DISCO DURO DE ALMACENAMIENTO,5017B,MY PASSPORT,WX41D37A8A05,Sin descripción,2140.5,22/09/2015,Sin foto,Observación de prueba
2,1,5.00101E+11,51510043268,COMPUTADORA PORTATIL,DELL,VOSTRO 3459,86YDWF2,Sin descripción,2185.8,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035410,SILLA METALICA DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA,GENERICO,GENERICO,GENERICO,Sin descripción,2231.1,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035405,SILLA METALICA DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA,GENERICO,GENERICO,GENERICO,Sin descripción,2276.4,22/09/2015,Sin foto,Observación de prueba
1,1,1.008E+11,51110090026,LIBRERO DE MADERA MODULAR DE  .80 X .35 X 1.80 SIN PUERTAS CON 5 EN,OFIPLAN,GENERICO,GENERICO,Sin descripción,2321.7,22/09/2015,Sin foto,Observación de prueba
1,1,3.00101E+11,51110031309,BANCO METALICOPARA LABORATORIO,GENERICO,GENERICO,GENERICO,Sin descripción,2367,22/09/2015,Sin foto,Observación de prueba
1,1,3.00101E+11,51110031365,BANCO METALICOPARA LABORATORIO,GENERICO,GENERICO,GENERICO,Sin descripción,2412.3,22/09/2015,Sin foto,Observación de prueba
1,1,1.008E+11,51110152032,LIBRERO,SYGMA,B410,SIN N√öMERO,Sin descripción,2457.6,22/09/2015,Sin foto,Observación de prueba
1,1,3.00101E+11,51110031292,BANCO METALICOPARA LABORATORIO,GENERICO,GENERICO,GENERICO,Sin descripción,2502.9,22/09/2015,Sin foto,Observación de prueba
2,1,5.00102E+11,51510047014,Monitor led 19.5,QM19100,QIAN,QXHX1951806151819,Sin descripción,2548.2,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510000085,COMPUTADORA DE ESCRITORIO,DELL,INSPIRON 7459,490FB02,Sin descripción,2593.5,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510045698,COMPUTADORA,MNE02EA,APPLE,C02VR237J1G6,Sin descripción,2638.8,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035388,SILLA METALICA  DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA                                    ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,2684.1,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510020017,CPU                                                                                                 ,INSPIRON 630   ,DELL                                              ,GJPPQL1           ,Sin descripción,2729.4,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510026897,MONITOR DE COMPUTADORA DE 19 PANTALLA ANCHA  VGA/DVI                                            ,E1911          ,DELL                                              ,351U              ,Sin descripción,2774.7,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510026903,MONITOR DE COMPUTADORA DE 19 PANTALLA ANCHA  VGA/DVI                                            ,DELL           ,E1911                                             ,CNONO1VP6418022T34,Sin descripción,2820,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510026904,MONITOR DE COMPUTADORA DE 19 PANTALLA ANCHA  VGA/DVI                                            ,E1911          ,DELL                                              ,34SU              ,Sin descripción,2865.3,22/09/2015,Sin foto,Observación de prueba
2,1,5.001E+11,51510026905,MONITOR DE COMPUTADORA DE 19 PANTALLA ANCHA  VGA/DVI                                            ,E1911          ,DELL                                              ,CNONO1VP6418022T35,Sin descripción,2910.6,22/09/2015,Sin foto,Observación de prueba
2,1,5.00101E+11,51510048894,COMPUTADORA PORTATIL                                                                                ,APPLE          ,MACBOOK PRO 13                                   ,FVFZ81GGL414      ,Sin descripción,2955.9,22/09/2015,Sin foto,Observación de prueba
2,1,5.00101E+11,51510048895,COMPUTADORA PORTATIL                                                                                ,APPLE          ,MACBOOK AIR 13                                   ,FVFZ80F9J1WT      ,Sin descripción,3001.2,22/09/2015,Sin foto,Observación de prueba
2,1,5.00101E+11,51510048896,COMPUTADORA PORTATIL                                                                                ,APPLE          ,MACBOOK AIR 13                                   ,FVFZ80FAJ1WT      ,Sin descripción,3046.5,22/09/2015,Sin foto,Observación de prueba
1,1,1.013E+11,51110163814,TABURETE                                                                                            ,ALBAR          ,PUFF                                              ,GENERICO          ,Sin descripción,3091.8,22/09/2015,Sin foto,Observación de prueba
2,1,5.00101E+11,51510048995,COMPUTADORA PORTATIL                                                                                ,MSI            ,GF63 8RD-640MX                                    ,K1903N0057993     ,Sin descripción,3137.1,22/09/2015,Sin foto,Observación de prueba
2,1,5.00101E+11,51510048996,COMPUTADORA PORTATIL                                                                                ,MSI            ,GF63 8RD-640MX                                    ,K1903N0058053     ,Sin descripción,3182.4,22/09/2015,Sin foto,Observación de prueba
2,1,5.00101E+11,51510049309,COMPUTADORA PORTATIL                                                                                ,ACER           ,NX-H2BAL-024                                      ,NXH2BAL02490709EC6,Sin descripción,3227.7,22/09/2015,Sin foto,Observación de prueba
2,1,5.00101E+11,51510049310,COMPUTADORA PORTATIL                                                                                ,ACER           ,NX-H2BAL-024                                      ,NXH2BAL02490709E62,Sin descripción,3273,22/09/2015,Sin foto,Observación de prueba
2,1,5.00102E+11,51510049018,SEGUIDOR DE OJOS                                                                                    ,TOBBI EYE      ,TRACKER 4C-PC                                     ,STANDARD          ,Sin descripción,3318.3,22/09/2015,Sin foto,Observación de prueba
2,1,5.00102E+11,51510049019,DIADEMA                                                                                             ,NEUROSKY       ,MOBILE 2                                          ,STANDARD          ,Sin descripción,3363.6,22/09/2015,Sin foto,Observación de prueba
1,1,1.006E+11,51110163847,MODULO DE TRES MESAS                                                                                ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,3408.9,22/09/2015,Sin foto,Observación de prueba
1,1,1.006E+11,51110163848,MODULO DE TRES MESAS                                                                                ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,3454.2,22/09/2015,Sin foto,Observación de prueba
1,1,1.01001E+11,51110163855,MESA                                                                                                ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,3499.5,22/09/2015,Sin foto,Observación de prueba
1,1,1.01001E+11,51110163856,MESA                                                                                                ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,3544.8,22/09/2015,Sin foto,Observación de prueba
1,1,1.01201E+11,51110163849,SILLA RESPALDO GIRATORIO                                                                            ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,3590.1,22/09/2015,Sin foto,Observación de prueba
1,1,1.01201E+11,51110163850,SILLA RESPALDO GIRATORIO                                                                            ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,3635.4,22/09/2015,Sin foto,Observación de prueba
1,1,1.01201E+11,51110163851,SILLA RESPALDO GIRATORIA                                                                            ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,3680.7,22/09/2015,Sin foto,Observación de prueba
1,1,1.01201E+11,51110163852,SILLA RESPALDO GIRATORIA                                                                            ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,3726,22/09/2015,Sin foto,Observación de prueba
1,1,1.01201E+11,51110163853,SILLA RESPALDO GIRATORIA                                                                            ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,3771.3,22/09/2015,Sin foto,Observación de prueba
1,1,1.01201E+11,51110163854,SILLA RESPALDO GIRATORIA                                                                            ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,3816.6,22/09/2015,Sin foto,Observación de prueba
1,1,1.01201E+11,51110163837,SILLA                                                                                               ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,3861.9,22/09/2015,Sin foto,Observación de prueba
1,1,1.01201E+11,51110163838,SILLA                                                                                               ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,3907.2,22/09/2015,Sin foto,Observación de prueba
1,1,1.01201E+11,51110163839,SILLA                                                                                               ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,3952.5,22/09/2015,Sin foto,Observación de prueba
1,1,1.01201E+11,51110163840,SILLA                                                                                               ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,3997.8,22/09/2015,Sin foto,Observación de prueba
1,1,1.01201E+11,51110163841,SILLA                                                                                               ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,4043.1,22/09/2015,Sin foto,Observación de prueba
1,1,1.01201E+11,51110163842,SILLA                                                                                               ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,4088.4,22/09/2015,Sin foto,Observación de prueba
1,1,1.01201E+11,51110163843,SILLA                                                                                               ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,4133.7,22/09/2015,Sin foto,Observación de prueba
1,1,1.01201E+11,51110163844,SILLA                                                                                               ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,4179,22/09/2015,Sin foto,Observación de prueba
1,1,1.01201E+11,51110163845,SILLA                                                                                               ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,4224.3,22/09/2015,Sin foto,Observación de prueba
1,1,1.01201E+11,51110163846,SILLA                                                                                               ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,4269.6,22/09/2015,Sin foto,Observación de prueba
2,1,5.00102E+11,51510047016,Kit raspberry                                                                                       ,RASPBERRY      ,PI3 B                                             ,05801N2W          ,Sin descripción,4314.9,22/09/2015,Sin foto,Observación de prueba
2,1,5.00102E+11,51510047017,Kit raspberry                                                                                       ,RASPBERRY      ,PI3 B                                             ,09001N2W          ,Sin descripción,4360.2,22/09/2015,Sin foto,Observación de prueba
2,1,5.00102E+11,51510047018,Kit raspberry                                                                                       ,RASPBERRY      ,PI3 B                                             ,07101N2W          ,Sin descripción,4405.5,22/09/2015,Sin foto,Observación de prueba
2,1,5.00102E+11,51510047019,Kit raspberry                                                                                       ,RASPBERRY      ,PI3 B                                             ,03001N2W          ,Sin descripción,4450.8,22/09/2015,Sin foto,Observación de prueba
1,1,1.001E+11,51110122268,ANAQUEL DE MADERA MUEBLE PARA  CAFE MIDE 60X75                                                      ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,4496.1,22/09/2015,Sin foto,Observación de prueba
1,1,1.002E+11,51110134605,ARCHIVERO METALICO  METALICO                                                                        ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,4541.4,22/09/2015,Sin foto,Observación de prueba
1,1,1.002E+11,51110134606,ARCHIVERO METALICO  METALICO                                                                        ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,4586.7,22/09/2015,Sin foto,Observación de prueba
1,1,1.002E+11,51110134607,ARCHIVERO METALICO  METALICO                                                                        ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,4632,22/09/2015,Sin foto,Observación de prueba
1,1,1.002E+11,51110134608,ARCHIVERO METALICO  METALICO                                                                        ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,4677.3,22/09/2015,Sin foto,Observación de prueba
1,1,1.002E+11,51110134609,ARCHIVERO METALICO  METALICO                                                                        ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,4722.6,22/09/2015,Sin foto,Observación de prueba
1,1,1.002E+11,51110134610,ARCHIVERO METALICO  METALICO                                                                        ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,4767.9,22/09/2015,Sin foto,Observación de prueba
1,1,1.002E+11,51110134611,ARCHIVERO METALICO  METALICO                                                                        ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,4813.2,22/09/2015,Sin foto,Observación de prueba
1,1,1.002E+11,51110134612,ARCHIVERO METALICO  METALICO                                                                        ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,4858.5,22/09/2015,Sin foto,Observación de prueba
1,1,1.002E+11,51110134613,ARCHIVERO METALICO  METALICO                                                                        ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,4903.8,22/09/2015,Sin foto,Observación de prueba
1,1,1.002E+11,51110134614,ARCHIVERO METALICO  METALICO                                                                        ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,4949.1,22/09/2015,Sin foto,Observación de prueba
1,1,1.006E+11,51110122269,ESCRITORIO DE MADERA  EN ESCUADRA 1.50X1.80X.75                                                     ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,4994.4,22/09/2015,Sin foto,Observación de prueba
1,1,1.006E+11,51110122270,ESCRITORIO DE MADERA  EN ESCUADRA 1.50X1.80X.75                                                     ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,5039.7,22/09/2015,Sin foto,Observación de prueba
1,1,1.006E+11,51110122271,ESCRITORIO DE MADERA  EN ESCUADRA 1.50X1.80X.75                                                     ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,5085,22/09/2015,Sin foto,Observación de prueba
1,1,1.006E+11,51110122272,ESCRITORIO DE MADERA  EN ESCUADRA 1.50X1.80X.75                                                     ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,5130.3,22/09/2015,Sin foto,Observación de prueba
1,1,1.006E+11,51110122273,ESCRITORIO DE MADERA  EN ESCUADRA 1.50X1.80X.75                                                     ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,5175.6,22/09/2015,Sin foto,Observación de prueba
1,1,1.006E+11,51110122275,ESCRITORIO DE MADERA  EN ESCUADRA 1.50X1.80X.75                                                     ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,5220.9,22/09/2015,Sin foto,Observación de prueba
1,1,1.006E+11,51110122276,ESCRITORIO DE MADERA  EN ESCUADRA 1.50X1.80X.75                                                     ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,5266.2,22/09/2015,Sin foto,Observación de prueba
1,1,1.006E+11,51110122277,ESCRITORIO DE MADERA  EN ESCUADRA 1.50X1.80X.75                                                     ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,5311.5,22/09/2015,Sin foto,Observación de prueba
1,1,1.006E+11,51110122253,ESCRITORIO DE MADERA  EN ESCUADRA 1.90X1.80X.75                                                     ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,5356.8,22/09/2015,Sin foto,Observación de prueba
1,1,1.006E+11,51110122254,ESCRITORIO DE MADERA  EN ESCUADRA 1.90X1.80X.75                                                     ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,5402.1,22/09/2015,Sin foto,Observación de prueba
1,1,1.006E+11,51110134604,ESCRITORIO METALICO ESTACION DE TRABAJO                                                             ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,5447.4,22/09/2015,Sin foto,Observación de prueba
1,1,1.008E+11,51110089879,LIBRERO DE MADERA  BAJO DE .80 X .50 X .75 ABIERTO CON ENTREPAÑOS CO                                ,OFIPLAN        ,GENERICO                                          ,GENERICO          ,Sin descripción,5492.7,22/09/2015,Sin foto,Observación de prueba
1,1,1.008E+11,51110090027,LIBRERO DE MADERA  MODULAR DE  .80 X .35 X 1.80 SIN PUERTAS CON 5 EN                                ,GENERICO       ,OFIPLAN                                           ,GENERICO          ,Sin descripción,5538,22/09/2015,Sin foto,Observación de prueba
1,1,1.008E+11,51110090033,LIBRERO DE MADERA  MODULAR DE  .80 X .35 X 1.80 SIN PUERTAS CON 5 EN                                ,GENERICO       ,OFIPLAN                                           ,GENERICO          ,Sin descripción,5583.3,22/09/2015,Sin foto,Observación de prueba
1,1,1.008E+11,51110122278,LIBRERO DE MADERA  PARED SIN  PUERTAS                                                               ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,5628.6,22/09/2015,Sin foto,Observación de prueba
1,1,1.008E+11,51110122279,LIBRERO DE MADERA  PARED SIN  PUERTAS                                                               ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,5673.9,22/09/2015,Sin foto,Observación de prueba
1,1,1.008E+11,51110122280,LIBRERO DE MADERA  PARED SIN  PUERTAS                                                               ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,5719.2,22/09/2015,Sin foto,Observación de prueba
1,1,1.008E+11,51110122282,LIBRERO DE MADERA  PARED SIN  PUERTAS                                                               ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,5764.5,22/09/2015,Sin foto,Observación de prueba
1,1,1.008E+11,51110122283,LIBRERO DE MADERA  PARED SIN  PUERTAS                                                               ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,5809.8,22/09/2015,Sin foto,Observación de prueba
1,1,1.008E+11,51110122284,LIBRERO DE MADERA  PARED SIN  PUERTAS                                                               ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,5855.1,22/09/2015,Sin foto,Observación de prueba
1,1,1.008E+11,51110122285,LIBRERO DE MADERA  PARED SIN  PUERTAS                                                               ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,5900.4,22/09/2015,Sin foto,Observación de prueba
1,1,1.008E+11,51110122286,LIBRERO DE MADERA  PARED SIN  PUERTAS                                                               ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,5945.7,22/09/2015,Sin foto,Observación de prueba
1,1,1.008E+11,51110122287,LIBRERO DE MADERA  PARED SIN  PUERTAS                                                               ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,5991,22/09/2015,Sin foto,Observación de prueba
1,1,1.008E+11,51110122288,LIBRERO DE MADERA  PARED SIN  PUERTAS                                                               ,GENERICO       ,GENERICO                                          ,                  ,Sin descripción,6036.3,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110033608,SILLA METALICA DE POLIPROPILENO SIN TAPIZ                                                           ,SG             ,MOBILIARIO                                        ,GENERICO          ,Sin descripción,6081.6,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035294,SILLA METALICA OPERATIVA CON RODAJAS  SIN BRAZOS,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,6126.9,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035299,SILLA METALICA OPERATIVA CON RODAJAS CON BRAZOS EN ACERO TIPO ALA                                   ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,6172.2,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035300,SILLA METALICA OPERATIVA CON RODAJAS CON BRAZOS EN ACERO TIPO ALA                                   ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,6217.5,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035301,SILLA METALICA OPERATIVA CON RODAJAS CON BRAZOS EN ACERO TIPO ALA                                   ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,6262.8,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035302,SILLA METALICA OPERATIVA CON RODAJAS CON BRAZOS EN ACERO TIPO ALA                                   ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,6308.1,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035304,SILLA METALICA OPERATIVA CON RODAJAS CON BRAZOS EN ACERO TIPO ALA                                   ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,6353.4,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035305,SILLA METALICA OPERATIVA CON RODAJAS CON BRAZOS EN ACERO TIPO ALA                                   ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,6398.7,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035351,SILLA METALICA  DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA                                    ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,6444,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035352,SILLA METALICA  DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA                                    ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,6489.3,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035353,SILLA METALICA  DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA                                    ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,6534.6,22/09/2015,Sin foto,Observación de prueba
1,1,1.012E+11,51110035354,SILLA METALICA  DE VISITA  SIN BRAZOS ESTRUCTURA TUBULAR OVALADA                                    ,GENERICO       ,GENERICO                                          ,GENERICO          ,Sin descripción,6579.9,22/09/2015,Sin foto,Observación de prueba
